"PrimaryKey","ProjectName","ProjectStatus","FundingStatus","ProcurementType","ProjectRegion","ProjectCityTown","CommissionAssignedInfrastructureSector","EstimatedProjectValueRange","EstimatedQuarterBusinessCaseStart","EstimatedQuarterBusinessCaseCompletion","EstimatedQuarterConstructionStart","EstimatedQuarterConstructionCompletion","EstimatedQuarterProjectRangeStart","EstimatedQuarterProjectRangeCompletion","planned_duration","funding_status_indicator","ProjectRegionCode","GDP_Start","CPI_Start","GDP_End","CPI_End","GDP_Delta_Percent","CPI_Delta_Percent","avg_group_delay","predicted_delay","likelihood"
"IP011258","Contingent Runway (Staged Implementation)","Under construction","Part funded","To be determined","Auckland","Auckland","Transport","50 - 100 million",NA,NA,NA,NA,2024-04-01,2028-01-01,1370,0,1,69.40367,4.013946,76.72869,1.997825,10.5542257347486,-50.2279054077957,-324.35,-180.281509761224,46.3273553296086
"IP011259","Airfield Resilience Work Package 3","In planning","Funding source to be confirmed","To be determined","Auckland","Auckland","Transport","50 - 100 million",NA,NA,NA,NA,2024-04-01,2027-01-01,1005,0,1,69.40367,4.013946,74.70523,2.022161,7.63873149647561,-49.6216192245735,-324.35,-133.337256059109,47.2686060684835
"AKL_17157","City Centre, High Street","Early planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","5 - 25 million",2020-01-01,2025-10-01,NA,NA,2025-10-01,2028-04-01,913,1,1,71.97811,2.149748,77.22976,1.996746,7.2961765736833,-7.11720629580771,-324.35,-169.996489296083,46.5335740326172
"AKL_26301","Becroft Drive Culvert Renewal [2627, 2700, 2727]","In planning","Funding source confirmed","To be determined","Auckland","Auckland","Transport","5 - 25 million",2019-04-01,2019-04-01,NA,NA,2019-04-01,2025-04-01,2192,1,1,64.14,1.48368,70.79394,2.389024,10.3740879326473,61.0201660735468,-324.35,-512.497532700362,39.6662934871567
"AKL_26632","Albany Logistics Centre - R&A Fitout & Construction","In planning","Funding source confirmed","To be determined","Auckland","Auckland","Transport","5 - 25 million",2018-01-01,2020-04-01,NA,NA,2022-07-01,2027-01-01,1645,1,1,68.588,7.301294,74.70523,2.022161,8.9188050387823,-72.3040737710329,-324.35,-389.492683652296,42.132589059483
"AKL_27389","City Centre, Victoria Quarter Improvements","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","5 - 25 million",2022-07-01,2023-07-01,NA,NA,2023-07-01,2024-10-01,458,1,1,69.609,6.029285,69.83852,2.715554,0.329727477768691,-54.9605964886384,-324.35,-93.1413025634894,48.0745507356969
"AKL_27718","Carr_Clinker Roads Flood Mitigation [2759]","Early planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2019-07-01,2024-10-01,NA,NA,2024-07-01,2027-04-01,1004,1,1,69.52124,3.42672,75.21558,2.014421,8.19079176378327,-41.2143098940094,-324.35,-191.917787761698,46.0940433818844
"AKL_28106","MC - Replace UPS - 60kVa","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2026-07-01,2027-04-01,274,0,1,73.65541,2.048457,75.21558,2.014421,2.11820150074516,-1.66154329819957,-324.35,-118.327076697124,47.5695660646689
"AKL_28236","Birkenhead Ave, Higbury, Asset renewal and OLF control","Early planning","Funding source to be confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",NA,NA,NA,NA,2025-07-01,2028-04-01,1005,0,1,71.39126,2.23914,77.22976,1.996746,8.17817194989974,-10.8253168627241,-324.35,-281.577336983148,44.2963341779552
"AKL_28238","Alfriston Rd to Halver Rd, Manurewa pipe renewal","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,2022-04-01,NA,NA,2022-04-01,2025-04-01,1096,1,1,67.898,6.928839,70.79394,2.389024,4.26513299360807,-65.5205727828284,-324.35,-266.368601531841,44.601275301777
"AKL_28245","Bright Street 61, Eden Terrace, Pipe Renewal","In planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2022-01-01,2024-04-01,NA,NA,2024-04-01,2025-10-01,548,1,1,69.40367,4.013946,71.97811,2.149748,3.70937156493309,-46.4430263884965,-324.35,-130.208914439447,47.3313305475996
"AKL_28255","Campbell Road, Takapuna Network Extension and Improvements","Early planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2022-01-01,2024-10-01,NA,NA,2024-10-01,2028-04-01,1278,1,1,69.83852,2.715554,77.22976,1.996746,10.583328512689,-26.470031529478,-324.35,-249.059786439707,44.9483238478653
"AKL_28259","Avondale/Whau catchment Upgrades","Early planning","Funding source to be confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",NA,NA,NA,NA,2025-07-01,2028-04-01,1005,0,1,71.39126,2.23914,77.22976,1.996746,8.17817194989974,-10.8253168627241,-324.35,-281.577336983148,44.2963341779552
"AKL_29126","Beach Rd Northcote Point Pipe Renewal [2699]","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,2024-10-01,NA,NA,2024-07-01,2025-07-01,365,1,1,69.52124,3.42672,71.39126,2.23914,2.68985420858431,-34.656464490825,-324.35,-49.8078867388922,48.9434027558333
"AKL_30354","Anne St, Clarence St, Garden Tce, Kapai Rd Flood Mitigation","Early planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2021-07-01,2024-10-01,NA,NA,2024-07-01,2028-01-01,1279,1,1,69.52124,3.42672,76.72869,1.997825,10.3672632996765,-41.6986214222347,-324.35,-251.777180348945,44.8938390318724
"AKL_30416","Castor Bay SW Pipe Renewals and Improvements","In planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",NA,2021-01-01,NA,NA,2021-01-01,2027-01-01,2191,1,1,66.279,1.436782,74.70523,2.022161,12.7132726806379,40.7423673180761,-324.35,-501.585197220484,39.8850901027864
"AKL_30429","Culvert Rehabilitation Rotomahana Terrace Remuera","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2025-07-01,2028-04-01,1005,0,1,71.39126,2.23914,77.22976,1.996746,8.17817194989974,-10.8253168627241,-324.35,-276.645459666702,44.3952202566988
"AKL_30669","Kaipātiki - renew car parks, paths and structures 2023 - 2025","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","1 - 5 million",2021-07-01,2021-10-01,2025-01-01,NA,2021-10-01,2024-04-01,913,1,1,65.62,4.933586,69.40367,4.013946,5.76603169765316,-18.6403966607656,-324.35,-211.689834032114,45.6976060824614
"AKL_30924","AH - Replace High Level Lights (Lobby & Canopy)","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2026-04-01,639,0,1,69.52124,3.42672,73.10828,2.067911,5.15963179022697,-39.6533419713312,-324.35,-200.146340735264,45.9290576604075
"AKL_31227","Beach Rd 472, Murrays Bay SW Pipe renewal","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2021-07-01,2023-07-01,NA,NA,2023-07-01,2025-04-01,640,1,1,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-324.35,-161.134665680126,46.7112570793907
"AKL_31296","6 Freeland Ave, Mt Roskill, Pipe Renewal","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-04-01,2024-07-01,NA,NA,2024-07-01,2025-01-01,184,1,1,69.52124,3.42672,70.23492,2.514151,1.02656396807651,-26.6309765606761,-324.35,-43.3475778385481,49.0729344886071
"AKL_33280","32 Kaitawa Street, Otara, Pipe Renewal","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-01-01,NA,NA,NA,2022-01-01,2025-07-01,1277,1,1,67.989,5.949008,71.39126,2.23914,5.00413302151818,-62.3611197026462,-324.35,-276.827126397637,44.3915777673367
"AKL_33281","25 Railway Street West, Papakura, Pipe Renewals","In planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2022-01-01,2023-07-01,NA,NA,2023-07-01,2025-04-01,640,1,1,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-324.35,-166.066542996572,46.6123710006471
"AKL_33282","16 Constable Road, Waiuku, Pipe Renewals","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-01-01,2024-10-01,NA,NA,2024-07-01,2026-07-01,730,1,1,69.52124,3.42672,73.65541,2.048457,5.94662868498893,-40.2210568707102,-324.35,-127.705735915997,47.3815202609069
"AKL_33284","155 Edinburgh Street, Pukekohe, Pipe Renewals","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-01-01,2024-07-01,NA,NA,2024-07-01,2025-04-01,274,1,1,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-324.35,-30.3849533643193,49.3328402044706
"AKL_35960","8 Howe Street, Freemans Bay, Pipe Renewal","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-01-01,2024-07-01,NA,NA,2024-07-01,2025-01-01,184,1,1,69.52124,3.42672,70.23492,2.514151,1.02656396807651,-26.6309765606761,-324.35,-10.9884040639731,49.721748642049
"AKL_35961","City Road 3, Auckland Central, Pipe Renewal","In planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2022-01-01,2024-01-01,NA,NA,2024-01-01,2025-01-01,366,1,1,69.307,4.655029,70.23492,2.514151,1.33885466114534,-45.9906479637399,-324.35,-95.5654906410675,48.0259448118778
"AKL_36197","89 Nuffield Street, Newmarket, Pipe Renewal","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-01-01,2024-07-01,NA,NA,2024-07-01,2025-07-01,365,1,1,69.52124,3.42672,71.39126,2.23914,2.68985420858431,-34.656464490825,-324.35,-82.1670605134672,48.2945886023914
"AKL_36198","68 St Michaels Avenue, Pt Chevalier, Pipe Renewal","In planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2022-01-01,2024-04-01,NA,NA,2024-04-01,2025-10-01,548,1,1,69.40367,4.013946,71.97811,2.149748,3.70937156493309,-46.4430263884965,-324.35,-130.208914439447,47.3313305475996
"AKL_36199","2 Vernon Street, Papakura, Pipe Renewal","In planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2022-01-01,2023-01-01,NA,NA,2023-01-01,2025-07-01,912,1,1,69.505,7.219251,71.39126,2.23914,2.71384792460975,-68.9837629970201,-324.35,-232.08152955373,45.2887445719893
"AKL_36373","24 Pleasant St, and 113 Queenstown Rd, Onehunga Pipe Renewal","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-04-01,2024-10-01,NA,NA,2024-07-01,2026-01-01,549,1,1,69.52124,3.42672,72.54655,2.100296,4.35163411929935,-38.7082691319979,-324.35,-89.0761177505587,48.1560592890784
"AKL_36378","Atkin Avenue 31, Mission Bay, Pipe renewal","Early planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2022-07-01,2025-01-01,NA,NA,2025-01-01,2028-04-01,1186,1,1,70.23492,2.514151,77.22976,1.996746,9.95920547784492,-20.5797106060853,-324.35,-227.987905438221,45.370823344566
"AKL_36824","1/53 Newington Road, Henderson Pipe Renewal","Early planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2022-07-01,2024-07-01,NA,NA,2024-07-01,2025-07-01,365,1,1,69.52124,3.42672,71.39126,2.23914,2.68985420858431,-34.656464490825,-324.35,-54.7397640553381,48.8445166770897
"AKL_37250","AH - EV Chargers Basement B3","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2024-07-01,2025-04-01,274,0,1,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-324.35,-122.310495442099,47.4896969530893
"AKL_37395","Attwood reserve  - investigate, design and repair wharf and boat ramp","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-10-01,2022-10-01,NA,NA,2022-10-01,2025-01-01,823,1,1,69.816,7.233273,70.23492,2.514151,0.600034376074252,-65.2418621556244,-324.35,-215.023398458118,45.6307668054122
"AKL_37398","Wairangi wharf - Investigation, design and repair of wharf stairs","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2023-01-01,2024-04-01,456,1,1,69.505,7.219251,69.40367,4.013946,-0.145788072800504,-44.3994120719726,-324.35,-89.4877346588847,48.1478062082743
"AKL_37440","3 Miami Avenue, Waiheke Island - Pipe Renewal","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-07-01,2025-07-01,NA,NA,2022-07-01,2024-10-01,823,1,1,68.588,7.301294,69.83852,2.715554,1.82323438502363,-62.807222938838,-324.35,-175.901943883082,46.4151673469199
"AKL_37678","3-15 Orion Place, Hillcrest - Pipe Renewal","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2022-10-01,2024-07-01,NA,NA,2024-07-01,2026-04-01,639,1,1,69.52124,3.42672,73.10828,2.067911,5.15963179022697,-39.6533419713312,-324.35,-140.57997243206,47.1233867583469
"AKL_40069","Alexis Avenue 38, Mount Albert, Pipe Renewal","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2023-01-01,2024-01-01,NA,NA,2024-01-01,2025-01-01,366,1,1,69.307,4.655029,70.23492,2.514151,1.33885466114534,-45.9906479637399,-324.35,-90.6336133246215,48.1248308906213
"AKL_42559","138 Favona Road, Favona, Pipe Renewal","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2023-04-01,2024-07-01,NA,NA,2024-04-01,2025-07-01,456,1,1,69.40367,4.013946,71.39126,2.23914,2.86381109241053,-44.2159909475613,-324.35,-73.3451938773145,48.471470496014
"AKL_42601","62 Hugo Johnston Drive, Penrose, Pipe Renewal","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2023-04-01,2024-10-01,NA,NA,2024-07-01,2025-04-01,274,1,1,69.52124,3.42672,70.79394,2.389024,1.83066354972955,-30.2824858757062,-324.35,-30.3849533643193,49.3328402044706
"AKL_43176","54 Alverston Street, Waterview, Pipe renewal","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2023-07-01,2024-04-01,NA,NA,2024-04-01,2025-04-01,365,1,1,69.40367,4.013946,70.79394,2.389024,2.00316496231395,-40.4819098214077,-324.35,-86.3438453820756,48.2108424240274
"AKL_43180","Aranui Road 106, Mount Wellington, Pipe Renewal","In planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2023-07-01,2024-07-01,NA,NA,2024-07-01,2024-10-01,92,1,1,69.52124,3.42672,69.83852,2.715554,0.456378511085241,-20.7535485829014,-324.35,-21.9877735765844,49.5012069598529
"AKL_43183","Church Street 32, Otahuhu, Pipe renewal","In planning","Funding source confirmed","Selective","Auckland","Auckland","Transport","1 - 5 million",2023-07-01,2024-07-01,NA,NA,2024-07-01,2025-07-01,365,1,1,69.52124,3.42672,71.39126,2.23914,2.68985420858431,-34.656464490825,-324.35,-87.0989378299132,48.1957025236478
"AKL_43517","901 New North Road, Mt Albert, Pipe renewal","Early planning","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",2023-07-01,2024-10-01,NA,NA,2024-07-01,2025-07-01,365,1,1,69.52124,3.42672,71.39126,2.23914,2.68985420858431,-34.656464490825,-324.35,-49.8078867388922,48.9434027558333
"AKL_48898","AH - Albert Street Bike Storage","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2025-07-01,2027-04-01,639,0,1,71.39126,2.23914,75.21558,2.014421,5.35684620218217,-10.0359513027323,-324.35,-196.561877400106,46.0009275592048
"AKL_48899","AH - Federal Street Landscaping","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2025-07-01,2027-04-01,639,0,1,71.39126,2.23914,75.21558,2.014421,5.35684620218217,-10.0359513027323,-324.35,-196.561877400106,46.0009275592048
"AKL_48901","AH - Wellesley Street Stairs","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Transport","1 - 5 million",NA,NA,NA,NA,2025-07-01,2027-04-01,639,0,1,71.39126,2.23914,75.21558,2.014421,5.35684620218217,-10.0359513027323,-324.35,-201.493754716552,45.9020414804613
"AKL_48902","HC - AEM BCP Henderson","Early planning","Funding source to be confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2025-07-01,2026-04-01,274,0,1,71.39126,2.23914,73.10828,2.067911,2.4050843198453,-7.64708772117866,-324.35,-117.300655598955,47.5901462111375
"AKL_IP010018","Pamir Road Network [1932]","On hold","Funding source confirmed","Limited","Auckland","Auckland","Transport","< 1 million",NA,NA,NA,NA,2020-07-01,2024-04-01,1370,1,1,58.01,1.453488,69.40367,4.013946,19.6408722634029,176.159555496846,-324.35,-202.21333599842,45.8876135929175
"IP011924","Flood/Storm Recovery","Under construction","Fully funded","To be determined","Auckland",NA,"Transport","250 - 500 million",NA,NA,NA,NA,2023-01-01,2029-04-01,2282,0,1,69.505,7.219251,77.72758,1.99759,11.8301992662399,-72.3296779679776,-324.35,334.968771667517,56.6583259991551
"IP011926","Vincent Street – NW Bus Improvements","In planning","Funding source to be confirmed","To be determined","Auckland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-10-01,2024-10-01,366,0,1,69.371,5.649241,69.83852,2.715554,0.673941560594496,-51.9306398859599,-324.35,-186.629029126142,46.2000850713537
"IP005437","Creative Quarter Princess Street","In planning","Funding source to be confirmed","To be determined","Otago","Dunedin","Transport","25 - 50 million",NA,NA,NA,NA,2025-07-01,2028-07-01,1096,0,11,71.39126,2.23914,77.72758,1.99759,8.87548419792563,-10.7876238198594,-1552,-1140.1683892922,83.8268193829989
"IP005438","Cultural and Entertainment Quarter Octagon","In planning","Funding source to be confirmed","To be determined","Otago","Dunedin","Transport","25 - 50 million",NA,NA,NA,NA,2028-07-01,2030-07-01,730,0,11,77.72758,1.99759,77.72758,1.99759,0,0,-1552,-1091.67261335041,89.0522584418496
"IP010613","Rakaia Double Hill","In procurement","Funding source confirmed","Open","Canterbury",NA,"Transport","< 1 million",NA,NA,NA,NA,2027-04-01,2028-01-01,275,1,3,75.21558,2.014421,76.72869,1.997825,2.01169757648614,-0.823859560638022,-76.6451612903226,157.344883505247,73.2745906097762
"IP010616","Selwyn / Waikirikiri - Berm vegetation enhancement","Early planning","Funding source confirmed","Open","Canterbury",NA,"Transport","< 1 million",NA,NA,NA,NA,2028-04-01,2035-01-01,2466,1,3,77.22976,1.996746,77.72758,1.99759,0.644596072809244,0.0422687712908936,-76.6451612903226,-419.412583549256,63.3848998128598
"IP010630","Region wide work programme for works outside of the dedicated 58 schemes","Under construction","Funding source confirmed","Open","Canterbury",NA,"Transport","5 - 25 million",NA,NA,NA,NA,2024-04-01,2035-01-01,3927,1,3,69.40367,4.013946,77.72758,1.99759,11.9934723913015,-50.2337599957747,-76.6451612903226,-747.428204005123,57.7603986175235
"IP010644","Rakaia Double Hill:
Extend Rock Groynes","Early planning","Funding source confirmed","Open","Canterbury",NA,"Transport","< 1 million",NA,NA,NA,NA,2031-04-01,2032-01-01,275,1,3,77.72758,1.99759,77.72758,1.99759,0,0,-76.6451612903226,146.635547942948,73.0909570663867
"IP010928","Pukenui Coastal Walkway","Under construction","Funding source confirmed","Selective","Northland",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2022-07-01,2025-07-01,1096,1,10,68.588,7.301294,71.39126,2.23914,4.08709978421883,-69.332285482546,-137.25,-95.3175636489713,85.429154843817
"IP010931","TIF New Car Parking, Russell","Under construction","Fully funded","Direct","Northland","Russell","Transport","< 1 million",NA,NA,NA,NA,2024-04-01,2024-10-01,183,0,10,69.40367,4.013946,69.83852,2.715554,0.626551881190141,-32.3470221074225,-137.25,39.6177297106393,95.6090940002329
"IP011268","Civil Defence Renewals(CDX0775)","Scoping and problem definition","Funding source confirmed","To be determined","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,1,10,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-137.25,16.1275477250246,93.8369214467601
"IP011276","Kaitaia Airport Fencing. Replace fencing around airfield","On hold","Funding source confirmed","To be determined","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,1,10,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-137.25,16.1275477250246,93.8369214467601
"IP011277","Kaitaia Airport Runway","On hold","Funding source confirmed","To be determined","Northland",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,1,10,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-137.25,11.1956704085786,93.4648452481741
"IP011278","Kaitaia Airport Upgrades.","On hold","Funding source confirmed","To be determined","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,1,10,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-137.25,16.1275477250246,93.8369214467601
"IP011279","Kaitaia Airport Upgrades.","On hold","Funding source confirmed","To be determined","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,1,10,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-137.25,16.1275477250246,93.8369214467601
"IP011280","Kaitaia Airport Upgrades. Obsolete airfield lighting","On hold","Funding source confirmed","To be determined","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,1,10,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-137.25,16.1275477250246,93.8369214467601
"IP011281","Kaitaia Airport Upgrades.","On hold","Funding source confirmed","To be determined","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,1,10,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-137.25,16.1275477250246,93.8369214467601
"IP011282","Kaitaia Airport Upgrades.","On hold","Funding source confirmed","To be determined","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,1,10,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-137.25,16.1275477250246,93.8369214467601
"IP011283","Kaitaia Airport Upgrades.","On hold","Funding source confirmed","To be determined","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2025-04-01,640,1,10,69.609,6.029285,70.79394,2.389024,1.70227987760205,-60.3763298633254,-137.25,16.1275477250246,93.8369214467601
"IP011285","Mangonui Board Walk Extension","Under construction","Funding source confirmed","Open","Northland",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2019-07-01,2024-10-01,1919,1,10,64.324,1.674877,69.83852,2.715554,8.57303650270506,62.1345328642044,-137.25,-273.981801346274,71.9501678130572
"IP011286","Whangaroa Maritime","Under construction","Funding source confirmed","Open","Northland",NA,"Transport","1 - 5 million",NA,NA,NA,NA,2022-01-01,2024-10-01,1004,1,10,67.989,5.949008,69.83852,2.715554,2.72032240509494,-54.3528265552845,-137.25,-77.4494719501028,86.7771793806665
"IP011287","Hokianga Harbour Coastal Repairs","Early planning","Funding source confirmed","Limited","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-04-01,2025-04-01,731,1,10,69.266,6.654991,70.79394,2.389024,2.20590188548494,-64.1017696342489,-137.25,-5.14534482890874,92.2320281198314
"IP011288","Mangonui Maritime Renewals","Under construction","Funding source confirmed","Open","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2022-07-01,2024-10-01,823,1,10,68.588,7.301294,69.83852,2.715554,1.82323438502363,-62.807222938838,-137.25,-30.9989042525065,90.2815550052283
"IP011290","Maritime - Improvement to Structures","In procurement","Funding source confirmed","Direct","Northland",NA,"Transport","< 1 million",NA,NA,NA,NA,2023-07-01,2024-10-01,458,1,10,69.609,6.029285,69.83852,2.715554,0.329727477768691,-54.9605964886384,-137.25,56.5421446309499,96.8859246192432
